State,Start Time,Duration
1,2024-12-12 08:56:43,20.790658950805664
1,2024-12-12 09:01:56,15.67427682876587
1,2024-12-12 09:02:11,18.83639621734619
1,2024-12-12 09:02:30,18.25525188446045
1,2024-12-12 09:02:48,19.728679180145264
1,2024-12-12 09:03:08,20.21688413619995
1,2024-12-12 09:03:28,17.59309434890747
1,2024-12-12 09:03:46,20.52751350402832
1,2024-12-12 09:04:07,20.969886779785156
1,2024-12-12 09:04:28,19.353967666625977
1,2024-12-12 09:04:47,17.537598848342896
1,2024-12-12 09:05:04,20.388054132461548
1,2024-12-12 09:05:25,20.836358070373535
1,2024-12-12 09:05:46,20.232470512390137
1,2024-12-12 09:06:06,21.770815134048462
1,2024-12-12 09:06:28,21.802899599075317
1,2024-12-12 09:06:49,19.707376956939697
1,2024-12-12 09:07:09,21.06911611557007
1,2024-12-12 09:07:30,19.320786952972412
1,2024-12-12 09:07:50,19.392653942108154
1,2024-12-12 09:08:09,18.262953996658325
1,2024-12-12 09:08:27,21.932151556015015
1,2024-12-12 09:08:49,18.231558084487915
1,2024-12-12 09:09:07,17.828126668930054
1,2024-12-12 09:09:25,20.853544235229492
1,2024-12-12 09:09:46,19.214136838912964
1,2024-12-12 09:10:05,18.352559089660645
1,2024-12-12 09:10:24,18.775770664215088
1,2024-12-12 09:10:42,20.708101511001587
1,2024-12-12 09:11:03,19.207921028137207
1,2024-12-12 09:11:22,19.92446756362915
1,2024-12-12 09:11:42,19.177975177764893
1,2024-12-12 09:12:01,19.19963550567627
1,2024-12-12 09:12:21,19.814429759979248
1,2024-12-12 09:12:40,18.14952540397644
1,2024-12-12 09:12:59,20.866265535354614
1,2024-12-12 09:13:19,17.88439416885376
1,2024-12-12 09:13:37,21.331791162490845
1,2024-12-12 09:13:59,20.85622525215149
1,2024-12-12 09:14:19,21.502300024032593
1,2024-12-12 09:14:41,21.3732271194458
1,2024-12-12 09:15:02,18.234683513641357
1,2024-12-12 09:15:21,19.953861236572266
1,2024-12-12 09:15:41,20.0188250541687
1,2024-12-12 09:16:01,19.70961356163025
1,2024-12-12 09:16:20,19.95122218132019
1,2024-12-12 09:16:40,18.998125314712524
1,2024-12-12 09:16:59,19.61751914024353
1,2024-12-12 09:17:19,18.20056986808777
1,2024-12-12 09:17:37,18.403157711029053
1,2024-12-12 09:17:55,19.2463800907135
1,2024-12-12 09:18:15,21.334707736968994
1,2024-12-12 09:18:36,18.663838624954224
1,2024-12-12 09:18:55,20.09288740158081
1,2024-12-12 09:19:15,17.7453351020813
1,2024-12-12 09:19:33,17.79532527923584
1,2024-12-12 09:19:50,17.723294496536255
1,2024-12-12 09:20:08,19.693917751312256
1,2024-12-12 09:20:28,21.60779047012329
1,2024-12-12 09:20:49,20.989371299743652
1,2024-12-12 09:21:10,19.20537567138672
1,2024-12-12 09:21:30,20.964133977890015
1,2024-12-12 09:21:51,21.870362758636475
1,2024-12-12 09:22:12,18.61438012123108
1,2024-12-12 09:22:31,19.862740516662598
1,2024-12-12 09:22:51,20.224915981292725
1,2024-12-12 09:23:11,19.60117268562317
1,2024-12-12 09:23:31,21.158288955688477
1,2024-12-12 09:23:52,21.67335820198059
1,2024-12-12 09:24:14,19.058953762054443
1,2024-12-12 09:24:33,21.558897972106934
1,2024-12-12 09:24:54,19.159614086151123
1,2024-12-12 09:25:13,20.66503405570984
1,2024-12-12 09:25:34,21.373172760009766
1,2024-12-12 09:25:55,20.941264152526855
1,2024-12-12 09:26:16,19.91976571083069
1,2024-12-12 09:26:36,17.958235025405884
1,2024-12-12 09:26:54,17.6312518119812
1,2024-12-12 09:27:12,21.04310894012451
1,2024-12-12 09:27:33,24.289087533950806
1,2024-12-12 09:27:57,21.616003274917603
1,2024-12-12 09:28:19,19.790971279144287
1,2024-12-12 09:28:39,21.353962898254395
1,2024-12-12 09:29:00,21.071834087371826
1,2024-12-12 09:29:21,18.72607922554016
1,2024-12-12 09:29:40,22.135261297225952
1,2024-12-12 09:30:02,17.735447645187378
1,2024-12-12 09:30:20,20.117044687271118
1,2024-12-12 09:30:40,18.465901851654053
1,2024-12-12 09:30:58,20.11995768547058
1,2024-12-12 09:31:18,20.297495126724243
1,2024-12-12 09:31:39,20.190592527389526
1,2024-12-12 09:31:59,21.207144737243652
1,2024-12-12 09:32:20,20.957531213760376
1,2024-12-12 09:32:41,20.55310368537903
1,2024-12-12 09:33:01,18.51609992980957
1,2024-12-12 09:33:20,21.563830852508545
1,2024-12-12 09:33:42,20.237571239471436
1,2024-12-12 09:34:02,20.067847967147827
1,2024-12-12 09:34:22,18.524118900299072
