State,Start Time,Duration
2,1734537134.3344657,0.1
0,1734537137.3418384,0.1
0,1734537141.2895336,0.1
0,1734537144.16748,0.1
0,1734537448.905106,0.1
0,1734537452.7534666,0.1
0,1734537459.728949,0.1
0,1734537461.4756122,0.1
2,1734537521.6555843,0.8999999999999999
2,1734537522.0362167,0.9999999999999999
2,1734537522.3854523,1.0999999999999999
2,1734537522.7455475,1.2
2,1734537523.1086721,1.3
2,1734537523.458238,1.4000000000000001
2,1734537523.8133187,1.5000000000000002
2,1734537524.1658835,1.6000000000000003
2,1734537524.5208175,1.7000000000000004
2,1734537524.877397,1.8000000000000005
2,1734537525.2328115,1.9000000000000006
2,1734537525.5848944,2.0000000000000004
2,1734537525.9393346,2.1000000000000005
2,1734537526.292108,2.2000000000000006
2,1734537526.6660652,2.3000000000000007
2,1734537527.0192196,2.400000000000001
2,1734537527.376373,2.500000000000001
2,1734537527.732676,2.600000000000001
2,1734537528.0860698,2.700000000000001
2,1734537528.448606,2.800000000000001
2,1734537528.812988,2.9000000000000012
2,1734537529.1732697,3.0000000000000013
2,1734537529.5408585,3.1000000000000014
2,1734537529.9049008,3.2000000000000015
2,1734537530.2735448,3.3000000000000016
2,1734537530.640839,3.4000000000000017
2,1734537531.002031,3.5000000000000018
2,1734537531.3652475,3.600000000000002
2,1734537531.7283556,3.700000000000002
2,1734537532.094724,3.800000000000002
2,1734537532.4657261,3.900000000000002
2,1734537532.8286746,4.000000000000002
2,1734537533.184919,4.100000000000001
2,1734537533.5528533,4.200000000000001
2,1734537533.925137,4.300000000000001
2,1734537534.280839,4.4
2,1734537534.6443443,4.5
2,1734537535.0035346,4.6
2,1734537535.3700888,4.699999999999999
2,1734537535.7286115,4.799999999999999
2,1734537536.0934587,4.899999999999999
2,1734537536.4449463,4.999999999999998
2,1734537536.8052163,5.099999999999998
2,1734537537.1672363,5.1999999999999975
2,1734537537.5359979,5.299999999999997
2,1734537537.9020164,5.399999999999997
2,1734537538.2678313,5.4999999999999964
2,1734537538.628734,5.599999999999996
2,1734537538.9959512,5.699999999999996
2,1734537539.360498,5.799999999999995
2,1734537539.721108,5.899999999999995
2,1734537540.080944,5.999999999999995
2,1734537540.4407387,6.099999999999994
2,1734537540.8017335,6.199999999999994
2,1734537541.1566234,6.299999999999994
2,1734537541.520761,6.399999999999993
2,1734537541.8813694,6.499999999999993
2,1734537542.2417016,6.5999999999999925
2,1734537542.6061115,6.699999999999992
2,1734537542.9645169,6.799999999999992
2,1734537543.3236723,6.8999999999999915
2,1734537543.6883774,6.999999999999991
2,1734537544.052981,7.099999999999991
2,1734537544.4085996,7.19999999999999
2,1734537544.7700915,7.29999999999999
2,1734537545.140919,7.39999999999999
